category change duration size
4 0 5.999995e-06 1
4 0 5.000002e-06 1
4 0 0 0.01
4 0 2.000001e-06 1
4 0 5.000002e-06 0.12
4 0 0.000794 1
4 0 4.000001e-06 1
4 0 0.000646 1
4 0 0 0.44
4 0 0.000517 0.56
4 0 0 0.75
4 0 0.001988 1
4 0 0.000251 0.5
4 0 0.000227 1
4 0 6.4e-05 0.88
4 0 4.000001e-06 1
4 0 8.999996e-06 1
4 0 2.000001e-06 1
4 0 3.000001e-06 1
4 0 3.000001e-06 1
4 0 8.6e-05 1
4 0 1.3e-05 1
4 0 4.1e-05 1
4 0 0.00817 2
4 0 0.00036 1
4 0 0.044555 2
3 -0.01 0.017626 0.1
5 0.01 0.042149 0.12
4 0 0.00524 1
4 0 1.093388 1
3 -0.005 0.75173 0.16
4 0 9.169234 1
3 -0.005 0.85253 0.4
4 0 0.00039 0.1
4 0 1.30857 0.1
4 0 0.36817 0.2
4 0 0.00012 0.07
4 0 0.00026 0.1
4 0 6e-05 0.08
4 0 0.33077 0.2
4 0 1e-05 0.25
4 0 8.999999e-05 0.5
4 0 0 0.2
4 0 0.00017 0.5
4 0 6.000001e-05 0.44
4 0 5e-05 0.01
4 0 0 0.1
4 0 3e-05 0.2
4 0 5e-05 0.2
4 0 0.00062 0.1
4 0 0.00062 0.1
4 0 0.00436 0.1
5 0.005 6.6372 1
3 -0.005 0.00143 0.1
4 0 0.00098 0.1
5 0.01 4.44129 0.17
3 -0.01 1.18202 0.1
4 0 6e-04 0.1
4 0 4.09923 0.1
5 0.005 1.94834 1
3 -0.005 4.10106 0.05
5 0.001 4.61793 0.31
5 0.009 4.25208 0.54
3 -0.005 8e-04 1
4 0 0.00585 1
5 0.005 0.80451 1
4 0 1e-05 1
4 0 0 1
4 0 0 1
4 0 9.999996e-06 1
4 0 0 0.03
4 0 2e-05 1
4 0 0.00011 1
4 0 2e-04 1
4 0 0.00044 1
4 0 8.000001e-05 1
4 0 0.00021 1
4 0 9.999996e-06 1
4 0 0.00098 1
4 0 0.00027 1
4 0 0.16697 1
4 0 0.01138 2
4 0 0 1
4 0 0.00018 1
4 0 0.00029 1
4 0 0.01627 1
4 0 0.07133 1
4 0 2.32854 1
4 0 0.0016 0.7
3 -0.01 0.00082 0.1
5 0.01 0.02259 1
4 0 0.15844 0.7
4 0 1e-05 0.3
4 0 6e-05 0.7
3 -0.01 0.50635 0.2
4 0 0.00056 0.1
5 0.005 0.33995 7.41
5 0.005 0.73542 1
4 0 0.01065 2
4 0 5e-04 1
4 0 4.992925 2
4 0 4.000001e-06 0.41
4 0 6e-05 0.59
4 0 4e-04 1
4 0 1.214782 0.1
4 0 0.004448 0.1
4 0 0.001478 0.3
4 0 0.000742 0.1
4 0 0.04369 0.1
4 0 0.000731 0.1
4 0 0.268186 0.1
5 0.005 1.299728 1
5 0.005 1.932194 1
2 -0.01 1.907755 0.1
4 0 0.005707 0.1
4 0 0.000443 0.1
4 0 0.004432 0.1
4 0 0.000989 0.1
4 0 0.000478 0.1
4 0 0.003045 0.1
4 0 0.009416 0.1
4 0 0.47126 0.1
4 0 0.008095 0.1
6 0.01 0.602821 1
4 0 0.003677 2
3 -1e-04 0.023307 3
3 -0.0099 1.766787 0.1
4 0 2.30381 1
4 0 0.90024 0.1
4 0 0.02046 0.1
4 0 0.7359 1
6 0.01 0.32614 1
4 0 1e-05 0.01
4 0 0 0.99
4 0 6e-05 1.01
4 0 0 1
4 0 9.999996e-06 1
4 0 0 1
4 0 0 1
4 0 1e-05 1
4 0 3e-05 1
4 0 1e-05 1
4 0 1e-04 2
4 0 2e-05 1
4 0 0 1
4 0 0.00055 1
4 0 0.00712 1
4 0 9.999996e-06 1
4 0 3e-05 1
4 0 9.999996e-06 1
4 0 0.00215 1
4 0 0 1
4 0 0.00121 2
4 0 0.00088 2
4 0 0.0027 2
4 0 0.00117 2
4 0 0 1
4 0 9.999996e-06 4
4 0 0 4
4 0 0 1
4 0 0.00011 2
4 0 1e-05 2
4 0 9.999996e-06 2
4 0 2e-05 2
4 0 0 1
4 0 6e-04 1
4 0 0 0.5
4 0 4e-05 1
4 0 0.00212 2
2 -0.01 0.00229 1
4 0 0.00519 1
4 0 0 0.22
4 0 0 1
4 0 1e-04 0.8
4 0 1e-05 1
4 0 0 2.7
4 0 9.999996e-06 1
4 0 2e-05 2
4 0 1e-05 0.01
4 0 2e-05 0.02
4 0 0 1
4 0 2e-04 0.08
4 0 0.0768 0.1
4 0 0.00222 0.1
4 0 0.01131 0.1
4 0 4.26631 0.1
5 0.007 2.42197 0.1
3 -0.002 2.004 1
5 0.005 2.40519 1
3 -0.005 0.00553 1
4 0 0.00171 1
5 0.005 0.01129 1
4 0 0.53956 1
4 0 3e-05 1
4 0 0.00038 1
4 0 1.19072 1
4 0 2.20296 0.21
4 0 0.09639 0.21
5 0.008 1.78167 2.15
3 -0.003 0.1686 1
5 0.005 5.75723 1
4 0 2.9954 0.69
4 0 1.42186 0.13
3 -0.005 0.00019 0.13
4 0 0.00127 0.13
5 0.005 0.00042 0.13
3 -0.005 0.00046 0.13
4 0 0.00079 0.13
5 0.005 0.00083 0.13
4 0 0.00132 0.13
4 0 0.2773 0.01
4 0 1.77967 0.7
4 0 0.00016 0.2
4 0 1e-05 0.1
4 0 1.48891 1
4 0 4e-05 0.3
4 0 0 1
4 0 0 1
4 0 9.999996e-06 1
4 0 0 1
4 0 4.000001e-05 1
4 0 0.00041 1
4 0 8e-04 1
3 -0.005 0.00066 1
6 0.015 0.1006 1
4 0 3e-05 1
2 -0.01 0.78013 0.1
4 0 1.77254 0.09
6 0.01 4.767 0.1
4 0 0.00314 1
4 0 0.00376 0.9
4 0 0.00057 2
4 0 5.17291 0.25
4 0 1.428467 0.01
4 0 0.8024827 1
4 0 0.2154475 1
4 0 0.008972 0.75
4 0 5.000002e-06 0.25
4 0 0.017638 0.75
4 0 4.000001e-06 0.25
4 0 0.010318 1
3 -0.005 0.001639 1
3 -0.005 1.623821 0.1
4 0 0.709224 0.1
6 0.01 0.783118 1
2 -0.01 0.144373 0.1
6 0.01 0.992033 0.75
4 0 5.000002e-06 2
4 0 3.999994e-06 0.25
4 0 0.000156 1
4 0 0.016387 0.75
4 0 4.000001e-06 0.25
4 0 0.01571 0.75
4 0 3.999994e-06 0.25
4 0 0.280262 0.75
4 0 4.000001e-06 0.25
4 0 0.193223 0.75
4 0 6.000002e-06 0.25
4 0 5.4e-05 0.75
4 0 0.000393 1
4 0 0.001772 1
4 0 0.000864 0.62
5 0.005 0.000982 1
5 0.005 0.016272 1
2 -0.01 0.044735 1
4 0 0.101636 2
4 0 4.000001e-06 1
4 0 4.000001e-06 1
4 0 5e-05 1
4 0 0.000196 0.5
4 0 3.4e-05 1.5
4 0 0.000739 1
4 0 0 1
4 0 0.005882 1
4 0 0.011751 0.45
4 0 2.7e-05 0.55
4 0 0.098824 1
4 0 2.838555 1
2 -0.01 1.805789 0.1
4 0 1.20874 0.1
4 0 4e-04 0.1
6 0.01 1.27405 0.38
4 0 4e-04 1
6 0.01 0.00073 1
2 -0.01 0.68705 0.1
5 0.005 0.94273 0.01
3 -0.005 0.44854 0.1
4 0 0.00034 0.1
4 0 0.00149 0.1
4 0 0.01976 0.1
4 0 0.00026 0.1
4 0 1.73514 1
4 0 0.46857 0.1
5 0.005 1.99747 1
5 0.005 1.4902 0.1
4 0 9.999996e-06 0.1
4 0 4e-05 0.8
2 -0.01 1.66873 0.1
6 0.01 2.80102 0.01
4 0 0.09896 2
3 -1e-04 0.02278 4
5 1e-04 3e-04 1
4 0 8e-05 1.5
4 0 9.999996e-06 0.48
4 0 3e-05 0.3
4 0 0 1
4 0 1e-05 1
4 0 0 1
4 0 0 1
3 -0.005 4e-04 1
5 0.005 7e-05 1
4 0 4e-04 0.94
4 0 4e-05 0.05
4 0 0.02478 1
4 0 0 1
4 0 0.00021 1
4 0 0.33788 2
4 0 9.999996e-06 1
4 0 5e-05 1
4 0 0.00011 1
4 0 0.03936 1
5 0.01 0.02715 1
3 -0.01 0.23016 0.1
4 0 0.15993 0.1
4 0 4.86998 0.1
5 0.001 6.36219 0.25
5 0.009 3.86678 1
4 0 0.00026 1
4 0 2e-05 1
4 0 0.00046 1
4 0 0 1
4 0 0.27071 1
4 0 0.0017 1
4 0 0.01157 1
4 0 0.00412 1
4 0 1.346 1
4 0 1e-05 1
4 0 0.81786 1
4 0 1e-05 1
4 0 0 1
4 0 6e-05 1
4 0 5e-05 1
4 0 5e-05 1
4 0 8e-04 1
4 0 0.00128 1
4 0 0.00421 1
4 0 0.00245 1
3 -0.01 7e-05 1
5 0.01 0.25565 1
4 0 0.00156 1
4 0 0.0126 1
4 0 0.01335 1
1 -0.027 0.45043 1
6 0.0195 2.14183 0.2
5 0.0075 0.08705 0.6
4 0 0.028 0.01
3 -0.01 0.15756 0.5
4 0 1e-05 0.7
4 0 0.00021 0.3
4 0 9.999996e-06 0.9
4 0 8e-04 0.1
4 0 0 0.2
4 0 9e-05 0.1
4 0 0.00015 0.1
5 0.01 0.00091 1
3 -0.01 0.00019 0.1
5 0.01 0.09165 0.01
4 0 0.16571 1
4 0 0.00232 2
4 0 1.29242 1
4 0 0.42865 1
4 0 0.00082 1
4 0 1.27566 0.1
4 0 1.33994 1
4 0 0 1
4 0 0.00024 0.01
4 0 0 0.49
4 0 4.000001e-05 0.01
4 0 0.00017 0.49
4 0 6e-05 0.5
4 0 0.00015 0.01
4 0 0 0.49
4 0 0.00369 0.1
4 0 1.00055 1
6 0.01 1.29091 1
4 0 0.04209 1
4 0 0.33717 0.05
4 0 1.47573 1
4 0 0 1
4 0 1e-05 1
4 0 6e-05 1
4 0 3e-05 2
4 0 0 1
4 0 9.999996e-06 1
4 0 0 1
4 0 8e-05 1
4 0 0 1
4 0 2e-05 1
4 0 9e-04 2
4 0 0.00024 1
4 0 0.00546 1
4 0 0.00048 1
4 0 0.00095 1.46
4 0 0.00322 1
4 0 0.01789 1
4 0 0.0708 1
4 0 0.02399 1
4 0 0.78155 1
6 0.01 3.336748 2
4 0 0.1007983 0.4
4 0 0.0081414 0.6
4 0 0.1989551 1
4 0 2.51e-05 2.11
4 0 0.0003823 8.89
4 0 0.000231 0.11
4 0 0.0001334 1.89
4 0 4.31e-05 1
4 0 8.200004e-06 0.04
4 0 0.0209481 1
4 0 4.599999e-06 0.44
4 0 5.7e-06 0.5
4 0 1.18e-05 0.5
5 0.01 0.4174633 1
4 0 0.0010995 0.86
4 0 0.0001723 0.14
4 0 1.702553 0.64
4 0 4.000001e-06 1
4 0 4.000001e-06 0.36
4 0 1.1e-05 0.38
4 0 5.1e-05 0.26
4 0 0.000761 1
6 0.01 0.007451 0.41
4 0 0.000523 4.94
4 0 0.01619 1
2 -0.01 0.095657 1
4 0 6.000002e-06 1
4 0 0.271338 2
4 0 5.6e-05 1
4 0 2e-05 1
3 -1e-04 0.016449 0.67
5 1e-04 0.0011 1
3 -0.01 0.178538 0.1
5 0.008 1.204654 0.09
3 -0.008 0.454845 0.05
5 0.005 3.025911 0.19
5 0.005 0.580658 1
4 0 0.000704 6
4 0 0.007279 0.03
6 0.01 0.027943 1
2 -0.01 0.12042 0.02
4 0 0.680412 0.4
4 0 0.9388 0.6
4 0 0 0.4
4 0 7e-05 0.6
3 -0.01 0.54393 1
5 0.01 0.86782 1
4 0 0.0133 1
4 0 0.01318 1
6 0.01 0.01876 1
2 -0.01 3.34383 0.1
4 0 0.70551 1
4 0 0.01447 1
4 0 0.00065 1
4 0 5e-04 0.5
4 0 8e-05 0.5
4 0 0.00014 0.5
4 0 5e-05 1
4 0 1e-05 0.5
4 0 9.999996e-06 0.04
4 0 0.00034 1
4 0 0.00051 1
4 0 0.08148 1
3 -0.01 0.53665 1
5 0.0062 2.18929 2.5
5 0.0038 0.00335 0.1
4 0 1e-05 0.1
4 0 4e-05 0.8
3 -0.01 1.07281 1
4 0 1e-05 1
4 0 0 0.5
4 0 9.999996e-06 0.06
4 0 0 0.64
4 0 5e-05 0.3
4 0 9.999996e-06 5.9
4 0 0 0.6
4 0 2.000001e-05 1
4 0 0 1
4 0 0.00032 1
4 0 9.999996e-06 0.42
4 0 1e-05 0.36
4 0 9.999996e-06 2
4 0 0 0.58
4 0 0 1
4 0 1e-05 2
4 0 0 6
4 0 0.00032 1
4 0 0.00057 0.83
4 0 4.000001e-05 0.17
4 0 0.00724 1
4 0 0 1
4 0 0.10419 1
4 0 0.26972 1
4 0 0.08864 8
4 0 0.00123 1
5 0.01 0.00047 0.76
4 0 0.00042 1
3 -0.01 0.26585 1
4 0 0 1
4 0 0.00011 1
4 0 0 1
2 -0.01 0.00685 1
6 0.01 0.00399 4
4 0 0 0.59
4 0 0.71808 1
4 0 0.00056 0.6
4 0 0 0.4
2 -0.01 0.06812 1
4 0 0.5271 0.15
6 0.01 2.51337 1
4 0 1e-05 1
4 0 2e-05 1
4 0 0.00036 1.4
4 0 2e-04 1
5 0.01 3.14474 0.01
2 -0.02 0.79403 0.05
6 0.01 1.3265 0.01
4 0 0.58755 1
6 0.02 0.4408 0.13
2 -0.01 1e-05 1
6 0.01 9.999996e-06 0.53
4 0 0 1.5
4 0 0 1
4 0 1e-05 0.7
4 0 0 1
4 0 0 0.27
4 0 5e-05 1
4 0 0.00022 0.73
4 0 1e-05 0.27
4 0 0.00019 1
4 0 0.00026 0.61
4 0 0.00031 0.73
4 0 1e-05 3.27
6 0.01 0.00014 1
4 0 1e-04 1
2 -0.01 0.00018 1
4 0 0 0.29
4 0 0.00012 0.71
6 0.01 3e-05 0.39
4 0 0.00025 3
4 0 0 1
1 -0.02 2e-04 0.1
7 0.02 9e-04 1.5
4 0 9.999996e-06 1
4 0 0 0.7
4 0 0 1
4 0 0.00148 1
2 -0.01 0.26061 1
4 0 9.999996e-06 1
4 0 0 1
4 0 0.00011 0.95
4 0 0.21907 1
4 0 1e-05 0.76
4 0 0 1
4 0 0.00013 1
2 -0.01 0.58033 1
5 0.0011 0.97924 1
3 -0.0011 0.00054 1
6 0.01 0.30857 0.57
2 -0.01 1.23334 1
6 0.01 1.24613 0.24
4 0 0.00074 0.05
2 -0.01 0.23099 1
7 0.03 0.23627 0.01
3 -0.01 5.19632 0.41
2 -0.01 0.09026 1
6 0.0118 3.51046 2.9
3 -0.0018 4.14126 2
4 0 9.999996e-06 1
4 0 0 1
5 0.01 1.94941 1
4 0 3e-05 1
3 -0.01 0.21338 1
4 0 0.29016 0.05
5 0.0068 1.17021 0.37
3 -0.0068 1.77632 0.95
4 0 0 1
4 0 0 1
4 0 9.999996e-06 1
4 0 0 1
4 0 0 1
4 0 1e-05 0.5
4 0 0.00101 1
4 0 0 1
4 0 4e-05 0.55
4 0 0.01303 1
4 0 3e-05 1
2 -0.01 0.05491 1
6 0.01 0.09385 1
4 0 0.68944 2
4 0 2.11911 1
2 -0.01 2.84744 0.05
4 0 9.999996e-06 0.05
4 0 1.532627 0.25
4 0 1.175308 0.05
4 0 4.999994e-06 0.05
4 0 0.002059 0.1
4 0 0.318491 0.1
6 0.01 0.702443 1
4 0 0.000105 1.96
4 0 0.057296 0.05
4 0 4.9e-05 0.05
4 0 0.278559 0.05
4 0 4.7e-05 0.05
4 0 0.008532 1
4 0 0.378606 0.05
5 0.01 1.407733 0.35
3 -0.01 0.342314 1
4 0 4.826596 0.1
4 0 0.32295 1
5 0.01 0.63638 1
3 -0.01 3.14945 1
4 0 3.00126 1
4 0 0.00076 1
4 0 0.02526 0.36
4 0 0 1
4 0 0 0.64
5 0.005 0.67101 1
4 0 0.00031 1
5 0.005 0.00088 1
3 -0.01 0.04081 1
4 0 2.26139 1
4 0 0.00018 1
4 0 0 1
4 0 9.999996e-06 1
4 0 0 1
4 0 1e-05 1
4 0 0 1
4 0 2e-05 2
4 0 0.00014 1
4 0 0.00055 1
2 -0.01 0.19636 1
4 0 0.38708 0.6
4 0 9.999996e-06 0.4
5 0.005 0.26723 1
3 -0.005 0.17818 1
6 0.01 0.07914 1
2 -0.01 0.04077 1
4 0 0 2
4 0 0 1
4 0 0.00013 0.5
4 0 0 1
4 0 9.999996e-06 0.3
4 0 1.51094 1
4 0 0 1
4 0 1e-05 0.41
4 0 2e-05 0.59
4 0 1e-05 0.23
4 0 0 1
4 0 0.00033 1
4 0 1e-05 1.27
4 0 6e-05 1.73
4 0 0.00761 1
4 0 9.999996e-06 1
4 0 1e-05 1
4 0 9e-05 1
4 0 0.00776 0.1
4 0 0.0027 0.9
2 -0.01 0.78556 1
4 0 0.00167 1
6 0.01 6.42253 0.49
4 0 3.99768 0.13
3 -0.005 0.66542 1
3 -0.005 0.57478 0.05
5 0.009 2.07674 3
5 0.001 2.68467 0.38
4 0 1e-05 0.14
4 0 0.84961 1
4 0 0.78268 1
4 0 0.01537 0.6
4 0 0 0.05
4 0 0.00033 1
4 0 2e-05 0.35
4 0 0.00024 0.65
4 0 0.00116 0.85
4 0 7e-05 0.96
4 0 0.02883 0.23
2 -0.01 0.75939 1
4 0 3.18864 0.1
5 0.007 0.39675 0.12
5 0.003 0.05609 1
4 0 1.61647 1
4 0 2e-05 1
2 -0.01 2.72657 1
4 0 0.00208 1.64
4 0 0.19244 1
6 0.01 0.46378 1
2 -0.01 1.78067 0.18
4 0 0.34922 0.9
4 0 1.34627 0.1
4 0 5e-04 0.1
6 0.01 1.70466 0.4
4 0 0 0.6
4 0 0.02708 0.4
4 0 0.00711 0.6
4 0 1.71534 1
4 0 6e-05 1
4 0 3e-05 1
4 0 2.189687 0.03
4 0 1.473247 1
4 0 0.000119 1
4 0 0.000432 0.87
4 0 0.465784 1
4 0 0.861083 1.97
4 0 4.000001e-06 1
4 0 3.999994e-06 1
4 0 5.000002e-06 0.03
4 0 0.558629 1
5 0.0098 2.265169 0.03
3 -0.0098 4.708117 1.97
4 0 1e-05 1
4 0 0 1
4 0 0 2
4 0 0 1
4 0 0.00034 1
4 0 9.999996e-06 1
4 0 0 0.5
4 0 1e-05 1
4 0 9.999996e-06 1
4 0 1e-05 1
4 0 2e-05 1
4 0 1e-05 0.95
4 0 2e-05 1.05
4 0 0.00036 1
4 0 0.00017 1
4 0 0 0.5
4 0 4e-05 1
4 0 0.01328 1
4 0 0.1533 1
2 -0.01 0.48781 1
4 0 0.00013 0.8
4 0 0 0.2
4 0 0.00207 1
6 0.01 0.1661 1
4 0 4e-05 1
4 0 8.60492 1
3 -0.001 3.88069 1
4 0 9.999996e-06 1
3 -0.008 0.00415 2
5 0.009 0.00283 2
2 -0.01 0.37654 1
6 0.01 0.33262 0.47
3 -0.005 1.20161 1
5 0.005 0.44246 1
3 -0.009 2.18946 0.25
3 -0.001 4.33816 0.05
6 0.01 5.83062 1
2 -0.01 0.44863 0.2
5 1e-04 1.50023 0.34
3 -1e-04 3.22289 0.05
6 0.01 1.52591 1
4 0 0.00022 1
4 0 0.0222 1
4 0 0.00099 2
2 -0.01 0.1768 1
6 0.01 0.61241 1
3 -0.009 3.68336 0.25
5 0.009 1.24925 1
4 0 1e-05 1
4 0 0 1
4 0 9.999996e-06 1
4 0 0 1
4 0 0 4
4 0 3e-05 1
4 0 0.00012 0.13
4 0 0 1
4 0 9.999996e-06 1
4 0 0 0.14
4 0 8e-05 1
4 0 0.00048 1
4 0 0 1
4 0 0.00198 0.86
4 0 0 1
4 0 9.999996e-06 0.14
4 0 4e-04 0.86
4 0 0.00033 2
4 0 0.017 0.01
4 0 0.2283 1
4 0 0.75063 0.14
4 0 0 1
4 0 9.999996e-06 0.86
4 0 0.00014 2
5 0.0099 0.88133 0.92
3 -0.0099 0.77086 1
4 0 6.999999e-05 1
4 0 5.414984 0.1
4 0 4.374439 0.2
4 0 0.000413 0.1
4 0 0.03143 0.3
4 0 0.000228 0.2
4 0 0.000487 0.1
4 0 1.188375 0.1
4 0 0.000471 0.1
4 0 0.259655 0.14
4 0 4.000001e-06 1
4 0 4.000001e-06 1
4 0 5.000002e-06 1
4 0 3.000001e-06 0.87
4 0 6.999995e-06 1
4 0 3.000001e-06 0.5
4 0 3.000001e-06 1
4 0 4.000001e-06 1
4 0 4.000001e-06 1
4 0 3.000001e-06 0.9
4 0 6.899999e-05 0.1
4 0 2.000001e-06 1
4 0 5.000002e-06 1
4 0 4.000001e-06 1
4 0 0.000318 0.8
4 0 7.000002e-06 3
4 0 1.3e-05 1
4 0 1.2e-05 0.64
4 0 8.5e-05 0.36
2 -0.01 0.000182 1
6 0.01 0.000253 1
2 -0.01 9.6e-05 1
5 0.005 0.006399 2
5 0.005 5.000002e-06 1
2 -0.01 0.001399 0.1
4 0 0.264329 1
4 0 0.000296 1
4 0 0.693843 0.1
4 0 0.118143 0.8
4 0 0.000638 0.2
4 0 0.000278 0.5
4 0 4.000001e-06 1
4 0 6.999995e-06 1
4 0 4.000001e-06 1
4 0 3.000001e-06 2
4 0 3.000001e-06 0.16
4 0 2e-05 0.27
4 0 1e-06 0.09
4 0 4.000001e-06 1
4 0 3.999994e-06 0.75
5 0.005 0.001672 1
3 -0.005 0.836593 0.8
4 0 0 0.2
4 0 0.000198 1.17
5 0.005 0.156856 1.5
3 -0.005 0.081019 0.1
5 0.005 0.610906 0.87
5 0.005 5.264148 1
2 -0.01 1.35436 0.1
4 0 1.40599 0.2
4 0 4.000001e-05 0.1
4 0 0.00183 0.1
4 0 0.00101 0.3
4 0 0.00054 0.1
4 0 1.61961 0.7
4 0 0.00051 0.1
4 0 0.47252 0.1
4 0 0.18104 1
4 0 0 1
4 0 0.00017 1.71
4 0 9.999996e-06 0.29
4 0 0.29337 1
4 0 0.5193 1
4 0 1e-05 1
4 0 0.00019 1
4 0 0 1
4 0 0.00046 2
4 0 2e-04 1
3 -0.01 2.30728 1
4 0 0.00021 0.4
4 0 3e-05 0.6
4 0 0 0.65
4 0 0.00023 0.35
4 0 0 0.15
4 0 8.000001e-05 0.2
4 0 0.00017 0.1
4 0 9.999996e-06 0.5
4 0 0.00026 0.05
4 0 1e-05 0.25
4 0 6.999999e-05 0.11
4 0 4e-05 0.15
4 0 0.00019 0.5
4 0 0.00013 0.05
4 0 0.00024 0.2
4 0 0.00011 0.2
4 0 0.00015 0.1
4 0 1e-05 0.1
4 0 5e-05 0.3
4 0 0.00018 0.1
4 0 1e-05 0.2
4 0 6.999999e-05 0.2
4 0 0.00011 0.6
4 0 3e-05 0.01
4 0 9.999996e-06 1
4 0 0 3
4 0 0.00091 0.69
4 0 0 0.28
2 -0.01 0.0011 0.1
4 0 7e-05 0.1
4 0 0.00016 0.1
4 0 2e-05 0.1
4 0 0.00237 0.6
4 0 0.00044 0.1
4 0 0.01244 1
4 0 0.003 1
4 0 0.08302 0.1
4 0 0.32724 1
4 0 0 1
4 0 0.19626 3
4 0 0.00044 1
4 0 0 1
4 0 0 0.5
4 0 9.999996e-06 0.9
4 0 2e-05 0.01
4 0 1e-05 2
4 0 5e-05 0.09
4 0 1e-05 1
4 0 0 1
2 -0.01 0.60925 1
6 0.01 3.56992 0.7
4 0 1e-05 1
4 0 0.00362 1
4 0 9.999996e-06 1
4 0 0 1
4 0 0.00016 1
4 0 2e-05 2
4 0 12.67995 1
6 0.01 0.51421 0.55
2 -0.01 0.18903 0.1
6 0.01 0.25732 1
4 0 0 1
4 0 0.00019 1
4 0 1.33987 2
4 0 0 0.12
4 0 9.999996e-06 1
4 0 0 1
4 0 0 1
4 0 0 1
4 0 0.00072 1
2 -0.01 0.33854 1
6 0.01 0.29096 1
2 -0.01 1.82928 2.09
4 0 7.12533 0.1
5 1e-04 5.50002 0.03
5 0.0099 8.371011 0.6
4 0 4.000001e-06 1
4 0 3.000001e-06 1
4 0 4.999994e-06 0.8
4 0 8.5e-05 0.1
4 0 0.000246 0.1
4 0 5.000002e-06 1
4 0 3.000001e-06 1.95
4 0 5.999995e-06 1
4 0 3.5e-05 1
4 0 0.000111 1
4 0 0.00054 0.07
4 0 0.0149 1
4 0 0.006196 1
2 -0.01 0.588221 1
6 0.01 1.468765 0.91
2 -0.01 0.660805 1
4 0 0.000466 0.96
5 0.009 0.474914 0.32
3 -0.004 7.653449 1
5 0.005 0.16794 0.37
4 0 0.76899 1
3 -0.005 0.01321 1
4 0 0.00099 1
5 0.005 0.00515 1
4 0 0.00313 1
3 -0.0099 0.59926 0.01
5 0.0099 2.12447 0.1
4 0 0.00184 0.9
3 -0.005 0.02105 1
5 0.005 4.41512 0.13
3 -2e-04 6.3587 0.32
3 -0.0098 5.70275 1
4 0 0 1
4 0 4.000001e-05 1
5 0.005 4.34976 1
3 -0.0049 0.31059 0.1
5 0.0099 2.4245 1
4 0 0.00406 1
2 -0.01 0.10985 1
6 0.01 0.72557 0.63
4 0 1e-05 1
4 0 0 1
4 0 0 1.6
4 0 9.999996e-06 2
4 0 0 1
4 0 3e-05 1
4 0 1e-04 1
4 0 0 2
4 0 1e-05 1
4 0 9.999996e-06 0.3
4 0 2e-05 0.7
4 0 0 0.3
4 0 0.00012 0.7
4 0 9.999996e-06 0.3
4 0 0.00054 2.93
4 0 0 3
4 0 1e-05 1
4 0 0.00019 1
4 0 0.00118 0.03
4 0 3e-05 3.6
4 0 9.999996e-06 1
3 -0.005 0.00025 1
5 0.005 0.01259 1
4 0 0 1
4 0 0.00247 0.87
4 0 0.00024 2
4 0 9.999996e-06 1.13
4 0 0.00291 1
4 0 0.01295 1
2 -0.01 0.0487 1
6 0.01 0.00012 1
2 -0.01 0.00172 1
4 0 0.00329 1
6 0.01 0.68625 1
4 0 0.00014 1
4 0 1e-05 1
4 0 0.00027 1
4 0 0.00027 6
4 0 0.26385 1
4 0 0.04561 0.79
4 0 0.00128 2
4 0 0.00012 0.21
4 0 1.27851 0.94
4 0 3.7261 1
4 0 0.00619 0.04
4 0 5e-05 0.07
4 0 0.22229 0.06
5 0.01 0.459 1
4 0 0.00014 1
4 0 9.999996e-06 1
3 -0.005 0.08878 1
5 0.005 8.14856 1
4 0 0.0667 1
3 -0.01 0.21034 0.11
5 0.01 2.263451 1
4 0 9.000003e-06 1
4 0 1.063243 1
4 0 0.726684 1
4 0 1.168207 1
4 0 1.466565 1
4 0 8.000003e-06 1
4 0 0.000374 1
4 0 6.999995e-06 1
4 0 3.000001e-06 0.75
4 0 4.000001e-06 1
4 0 3.000001e-06 2.4
4 0 4.000001e-06 1
4 0 3.999994e-06 1
4 0 3.900001e-05 0.52
4 0 1e-06 1
3 -0.005 3.4e-05 1
5 0.005 1e-06 0.48
4 0 5.000002e-06 1
4 0 0.000272 1
4 0 2.000001e-06 1
4 0 0.000134 1
4 0 0.671623 1
4 0 0.000135 2
4 0 4.6e-05 1
6 0.01 6.072832 1
4 0 0.21513 1
4 0 0.01747 1
2 -0.01 0.43951 0.05
6 0.01 3.14274 1
4 0 3.02631 1
4 0 0 1
4 0 9.999996e-06 1
4 0 0.0014 1
4 0 0.00012 2
4 0 0.66672 1
5 0.001 1.43847 1
3 -9e-04 0.01538 1
5 0.0049 0.30093 0.69
3 -0.005 0.66761 2
4 0 0.00014 1
4 0 1e-05 1
5 0.0038 0.17391 0.71
5 0.0061 0.59923 1
3 -0.0099 0.11801 1
4 0 6.42573 0.34
5 0.001 1.06302 1
4 0 0.00066 1
3 -0.001 0.00346 0.66
4 0 0.00252 2
4 0 5e-05 1
4 0 1e-05 1
4 0 0 1
4 0 9.999996e-06 1
4 0 0 1
4 0 0 1
4 0 0 1
4 0 1e-05 1
4 0 0 2
4 0 0 1
4 0 0 0.04
4 0 9.999996e-06 1
4 0 0 3
4 0 1e-05 1
4 0 9e-05 1
4 0 0 2
4 0 9.999996e-06 1
4 0 1e-05 1
4 0 9.999996e-06 0.94
4 0 0.00024 1
4 0 0.00031 1
4 0 0 1.97
4 0 0 1
4 0 4e-05 6
4 0 0 1
2 -0.01 8e-05 1
